"id","district_id","case_id","date","total"
1560,"3212",9,"2020-08-10",0
1549,"3209",9,"2020-08-10",1
1538,"3207",9,"2020-08-10",0
1527,"3205",9,"2020-08-10",0
1516,"3204",9,"2020-08-10",6
1522,"3205",4,"2020-08-10",0
1491,"3201",6,"2020-08-10",0
1502,"3203",6,"2020-08-10",0
1513,"3204",6,"2020-08-10",0
1524,"3205",6,"2020-08-10",0
1511,"3204",4,"2020-08-10",0
1498,"3203",2,"2020-08-10",6
1509,"3204",2,"2020-08-10",0
1520,"3205",2,"2020-08-10",0
1531,"3207",2,"2020-08-10",0
1542,"3209",2,"2020-08-10",0
1553,"3212",2,"2020-08-10",10
1564,"3215",2,"2020-08-10",27
1575,"3216",2,"2020-08-10",6
1586,"3217",2,"2020-08-10",0
1592,"3217",8,"2020-08-10",7
1581,"3216",8,"2020-08-10",32
1570,"3215",8,"2020-08-10",57
1559,"3212",8,"2020-08-10",74
1548,"3209",8,"2020-08-10",1
1589,"3217",5,"2020-08-10",0
1578,"3216",5,"2020-08-10",0
1567,"3215",5,"2020-08-10",0
1556,"3212",5,"2020-08-10",0
1545,"3209",5,"2020-08-10",0
1534,"3207",5,"2020-08-10",0
1523,"3205",5,"2020-08-10",0
1512,"3204",5,"2020-08-10",0
1501,"3203",5,"2020-08-10",0
1490,"3201",5,"2020-08-10",0
1537,"3207",8,"2020-08-10",0
1526,"3205",8,"2020-08-10",0
1515,"3204",8,"2020-08-10",26
1504,"3203",8,"2020-08-10",0
1493,"3201",8,"2020-08-10",167
1488,"3201",3,"2020-08-10",0
1499,"3203",3,"2020-08-10",0
1510,"3204",3,"2020-08-10",0
1521,"3205",3,"2020-08-10",0
1532,"3207",3,"2020-08-10",0
1543,"3209",3,"2020-08-10",0
1554,"3212",3,"2020-08-10",0
1565,"3215",3,"2020-08-10",0
1535,"3207",6,"2020-08-10",0
1546,"3209",6,"2020-08-10",0
1557,"3212",6,"2020-08-10",0
1568,"3215",6,"2020-08-10",0
1579,"3216",6,"2020-08-10",1
1590,"3217",6,"2020-08-10",0
1576,"3216",3,"2020-08-10",0
1587,"3217",3,"2020-08-10",0
1591,"3217",7,"2020-08-10",0
1580,"3216",7,"2020-08-10",2
1569,"3215",7,"2020-08-10",0
1558,"3212",7,"2020-08-10",0
1547,"3209",7,"2020-08-10",0
1536,"3207",7,"2020-08-10",3
1505,"3203",9,"2020-08-10",0
1494,"3201",9,"2020-08-10",0
1595,"3217",11,"2020-08-10",1
1584,"3216",11,"2020-08-10",0
1573,"3215",11,"2020-08-10",0
1562,"3212",11,"2020-08-10",0
1551,"3209",11,"2020-08-10",0
1540,"3207",11,"2020-08-10",0
1529,"3205",11,"2020-08-10",0
1518,"3204",11,"2020-08-10",0
1507,"3203",11,"2020-08-10",2
1496,"3201",11,"2020-08-10",5
1487,"3201",2,"2020-08-10",0
1525,"3205",7,"2020-08-10",0
1514,"3204",7,"2020-08-10",0
